股票代號,股票名稱,股數,權重
2330,台灣積體電路製造,634000,8.73
2454,聯發科技,269000,6.35
2308,台達電子工業,475000,5.55
2059,川湖科技,110000,4.95
2383,台光電子材料,134000,4.59
7769,鴻勁精密,93000,3.59
6223,旺矽科技,76000,3.16
6515,穎崴科技,55000,3.07
3037,欣興電子,562000,3.07
3653,健策精密工業,151000,2.91
2368,金像電子（股）公司,393000,2.89
3081,聯亞光電工業,216000,2.55
3017,奇鋐科技,131000,2.04
2327,國巨,345000,2.03
2345,智邦科技,130000,2.0
3443,創意電子,70000,1.99
2360,致茂電子,143000,1.82
2317,鴻海精密工業,1286000,1.74
8996,高力熱處理工業,221000,1.72
3711,日月光投資控股,400000,1.54
4958,臻鼎科技控股,436000,1.5
8046,南亞電路板,219000,1.46
3036,文曄科技,1067000,1.33
2408,南亞科技,568000,1.31
6274,台燿科技,130000,1.31
5904,寶雅國際,312450,1.27
5274,信驊科技,13000,1.26
2344,華邦電子,1153000,1.2
6669,緯穎科技服務,39000,1.16
2891,中國信託金融控股,2849000,1.13
2382,廣達電腦,530000,1.13
8299,群聯電子,79000,1.02
3529,力旺電子,60000,0.94
3008,大立光電,35000,0.83
8210,勤誠興業,112000,0.82
2376,技嘉科技,424000,0.81
2884,玉山金融控股,3867622,0.73
3189,景碩科技,139000,0.65
3231,緯創資通,700000,0.63
3665,貿聯控股（BizLink Holding In,53336,0.6
3293,鈊象電子,124000,0.56
6805,富世達,54000,0.5
3044,健鼎科技,164000,0.48
6831,邁科科技,83000,0.43
6442,光紅建聖,37000,0.34
3264,欣銓科技,172000,0.24
3533,嘉澤端子工業,13000,0.16
