股票代號,股票名稱,股數,權重
2330,台灣積體電路製造,607000,7.75
2308,台達電子工業,459000,5.29
2454,聯發科技,188000,3.64
2383,台光電子材料,134000,3.47
7769,鴻勁精密,86000,3.26
2345,智邦科技,227000,3.23
2360,致茂電子,248000,3.09
2317,鴻海精密工業,2076000,2.94
2408,南亞科技,1646000,2.86
2382,廣達電腦,1574000,2.69
3017,奇鋐科技,184000,2.53
6223,旺矽科技,71000,2.48
6669,緯穎科技服務,83000,2.41
8299,群聯電子,150000,2.34
2344,華邦電子,3152000,2.34
8210,勤誠興業,292000,2.3
5274,信驊科技,25000,2.3
2059,川湖科技,82000,2.23
6515,穎崴科技,37000,2.16
2368,金像電子（股）公司,299000,2.13
3711,日月光投資控股,584000,1.7
6805,富世達,161000,1.59
6274,台燿科技,222000,1.59
3665,貿聯控股（BizLink Holding In,130336,1.5
3443,創意電子,54000,1.46
8996,高力熱處理工業,221000,1.32
3653,健策精密工業,66000,1.23
3036,文曄科技,755000,1.13
3037,欣興電子,240000,1.12
3081,聯亞光電工業,71000,1.1
6584,南俊國際,283000,1.03
3231,緯創資通,1228000,0.95
6831,邁科科技,224000,0.93
2891,中國信託金融控股,2849000,0.89
3189,景碩科技,305000,0.88
3533,嘉澤端子工業,59000,0.78
3044,健鼎科技,276000,0.74
6442,光紅建聖,71000,0.73
3293,鈊象電子,141000,0.58
1477,聚陽實業,402000,0.49
2376,技嘉科技,245000,0.46
2548,華固建設,512000,0.37
2884,玉山金融控股,1999622,0.36
1519,華城電機,78000,0.36
5904,寶雅國際,100450,0.31
4915,致伸科技,596000,0.24
3264,欣銓科技,172000,0.23
5434,崇越科技,59000,0.13
