股票代號,股票名稱,股數,權重
2330,台灣積體電路製造,634000,9.35
2454,聯發科技,269000,6.36
2059,川湖科技,110000,5.49
2308,台達電子工業,414000,4.78
2383,台光電子材料,151000,4.76
7769,鴻勁精密,80000,3.15
3037,欣興電子,562000,3.13
6223,旺矽科技,76000,2.8
3081,聯亞光電工業,237600,2.43
2368,金像電子（股）公司,393000,2.27
2317,鴻海精密工業,1447000,2.24
6515,穎崴科技,55000,2.2
3653,健策精密工業,100000,2.15
2345,智邦科技,147000,2.06
2408,南亞科技,685000,1.88
3443,創意電子,70000,1.88
2360,致茂電子,143000,1.87
3017,奇鋐科技,131000,1.82
8046,南亞電路板,219000,1.76
3711,日月光投資控股,400000,1.61
2327,國巨,345000,1.49
8996,高力熱處理工業,221000,1.47
6669,緯穎科技服務,42000,1.42
8299,群聯電子,120000,1.41
5274,信驊科技,14300,1.36
2382,廣達電腦,647000,1.31
3036,文曄科技,1067000,1.3
2891,中國信託金融控股,3264000,1.28
2344,華邦電子,1153000,1.21
5904,寶雅國際,312450,1.21
2376,技嘉科技,553000,1.18
4958,臻鼎科技控股,318000,1.09
6274,台燿科技,130000,1.08
1303,南亞塑膠工業,751000,0.96
3529,力旺電子,60000,0.96
8210,勤誠興業,132000,0.93
3008,大立光電,35000,0.86
2884,玉山金融控股,3867622,0.86
3293,鈊象電子,188000,0.83
3231,緯創資通,700000,0.71
3189,景碩科技,139000,0.68
3026,禾伸堂企業,134000,0.55
6805,富世達,54000,0.46
6213,聯茂電子,188000,0.42
3044,健鼎科技,164000,0.42
3264,欣銓科技,316000,0.42
3665,貿聯控股（BizLink Holding In,32336,0.42
6831,邁科科技,83000,0.32
6442,光紅建聖,37000,0.31
3533,嘉澤端子工業,13000,0.16
