股票代號,股票名稱,股數,權重
2330,台積電,527000,7.78
2308,台達電,377000,5.22
2383,台光電,182000,5.11
2368,金像電,465000,4.1
3017,奇鋐,222000,4.03
3653,健策,103000,3.77
3665,貿聯-KY,199000,3.57
2360,致茂,236000,3.53
3037,欣興,708000,3.5
2059,川湖,127000,3.47
2345,智邦,226000,3.3
5274,信  驊,31000,3.26
3044,健鼎,958000,2.89
2382,廣達,1196000,2.87
2454,聯發科,204000,2.83
6223,旺矽,64000,2.4
2404,漢唐,210000,1.57
2303,聯電,2616000,1.47
6187,萬  潤,146000,1.3
6488,環球晶,323000,1.3
6271,同欣電,952000,1.29
2327,國巨,541000,1.26
3081,聯  亞,60000,1.25
2357,華碩,279000,1.23
2344,華邦電,1843000,1.15
2376,技嘉,553000,1.13
6805,富世達,78000,1.08
1303,南亞,1704000,1.06
6669,緯穎,35000,1.02
3529,力旺,30000,0.96
8210,勤  誠,128000,0.95
3163,波若威,98000,0.93
2313,華通,504000,0.92
3211,順  達,336000,0.9
6285,啟  碁,446000,0.82
3443,創意,31000,0.81
2885,元大金,2108000,0.79
3036,文曄,496000,0.78
6274,台  燿,112000,0.78
3293,鈊  象,124000,0.71
2891,中信金,1710000,0.66
2379,瑞昱,163000,0.64
6442,光  聖,36000,0.62
5434,崇越,186000,0.57
1717,長興,840000,0.49
2881,富邦金,757000,0.48
6715,嘉  基,130000,0.44
1519,華  城,67000,0.44
2449,京元電子,193000,0.38
3374,精  材,251000,0.37
3023,信邦,176000,0.36
1477,聚  陽,218000,0.36
6683,雍智科技,24000,0.34
2027,大成鋼,1254000,0.34
8464,億  豐,109000,0.29
2385,群光,313000,0.28
6121,新  普,71000,0.18
