股票代號,股票名稱,股數,權重
2330,台積電,770000,8.68
2454,聯發科,517000,8.17
2308,台達電,571000,6.19
2383,台光電,253000,6.0
3037,欣興,1028000,4.65
2368,金像電,627000,4.65
5274,信  驊,52000,4.63
2360,致茂,413000,4.62
3665,貿聯-KY,214000,3.08
2345,智邦,244000,3.05
3017,奇鋐,221000,3.0
2059,川湖,137000,2.84
3653,健策,111000,2.66
3044,健鼎,1034000,2.51
2408,南亞科,1871000,2.4
6223,旺矽,69000,1.73
1590,亞德客-KY,193000,1.39
2449,京元電子,755000,1.34
8210,勤  誠,203000,1.29
4958,臻鼎-KY,561000,1.2
6488,環球晶,348000,1.16
2885,元大金,4012000,1.11
6147,頎邦,1234000,1.1
2382,廣達,664000,1.07
1519,華  城,235000,1.05
3036,文曄,997000,1.04
6187,萬  潤,152000,1.02
2891,中信金,3533000,0.95
6271,同欣電,1028000,0.91
2357,華碩,301000,0.89
6669,緯穎,37000,0.88
1303,南亞,1840000,0.87
2376,技嘉,597000,0.84
7750,新  代,58000,0.78
2313,華通,544000,0.75
6274,台  燿,112000,0.68
2404,漢唐,126000,0.62
3131,弘  塑,42000,0.61
3163,波若威,98000,0.6
6285,啟  碁,481000,0.56
3293,鈊  象,133000,0.49
6805,富世達,49000,0.49
5434,崇越,200000,0.41
2881,富邦金,817000,0.38
1717,長興,907000,0.36
6121,新  普,178000,0.32
6715,嘉  基,140000,0.31
6683,雍智科技,24000,0.31
3374,精  材,271000,0.27
2385,群光,338000,0.22
8464,億  豐,117000,0.2
