股票代號,股票名稱,股數,權重
2330,台積電,748000,9.06
2383,台光電,253000,6.27
2308,台達電,483000,5.55
3017,奇鋐,326000,5.32
2454,聯發科,317000,4.28
2360,致茂,369000,3.93
2368,金像電,502000,3.87
5274,信  驊,37000,3.36
3653,健策,111000,3.3
3665,貿聯-KY,214000,3.28
3037,欣興,708000,3.1
2345,智邦,244000,2.89
2059,川湖,137000,2.88
3044,健鼎,1034000,2.75
2382,廣達,1291000,2.31
6223,旺矽,69000,1.78
6187,萬  潤,237000,1.54
1590,亞德客-KY,169000,1.27
2404,漢唐,226000,1.24
2449,京元電子,755000,1.2
2303,聯電,2825000,1.17
1519,華  城,235000,1.15
6488,環球晶,348000,1.12
3036,文曄,997000,1.1
6271,同欣電,1028000,1.01
3081,聯  亞,64000,1.0
2357,華碩,301000,0.98
2344,華邦電,1990000,0.97
2327,國巨,584000,0.96
6669,緯穎,37000,0.95
8210,勤  誠,138000,0.93
2376,技嘉,597000,0.92
6805,富世達,84000,0.89
1303,南亞,1840000,0.88
3211,順  達,362000,0.77
3131,弘  塑,42000,0.73
3443,創意,31000,0.69
6274,台  燿,112000,0.65
2313,華通,544000,0.65
2885,元大金,2277000,0.63
3163,波若威,98000,0.63
6285,啟  碁,481000,0.56
3293,鈊  象,133000,0.55
2891,中信金,1847000,0.54
5434,崇越,200000,0.46
2881,富邦金,817000,0.4
6442,光  聖,38000,0.4
1717,長興,907000,0.39
6715,嘉  基,140000,0.31
3023,信邦,190000,0.31
3374,精  材,271000,0.3
6683,雍智科技,24000,0.24
2385,群光,338000,0.23
8464,億  豐,117000,0.23
6121,新  普,76000,0.16
