股票代號,股票名稱,股數,權重
2454,聯發科,465000,9.25
2330,台積電,770000,7.92
2383,台光電,332000,7.35
2308,台達電,571000,6.04
3037,欣興,1211000,5.55
2360,致茂,413000,4.65
6669,緯穎,140000,3.37
2059,川湖,137000,3.12
6488,環球晶,748000,3.1
2345,智邦,260000,2.85
5274,信  驊,34000,2.75
3017,奇鋐,221000,2.69
3044,健鼎,1034000,2.34
2327,國巨,660000,2.28
2368,金像電,382000,2.21
2408,南亞科,1218000,2.03
4958,臻鼎-KY,792000,1.9
3036,文曄,1497000,1.88
2357,華碩,481000,1.76
6223,旺矽,69000,1.71
2376,技嘉,919000,1.55
6147,頎邦,1234000,1.54
8210,勤  誠,250000,1.53
6285,啟  碁,1030000,1.41
3081,聯  亞,105000,1.23
1590,亞德客-KY,193000,1.14
2382,廣達,664000,1.08
2885,元大金,4012000,1.04
3665,貿聯-KY,107000,0.99
2891,中信金,3533000,0.96
3711,日月光投控,358000,0.94
6274,台  燿,122000,0.91
1519,華  城,235000,0.89
1303,南亞,1840000,0.86
3702,大聯大,1416000,0.73
6187,萬  潤,152000,0.71
8069,元太,705000,0.69
2313,華通,544000,0.67
2404,漢唐,126000,0.65
3131,弘  塑,42000,0.6
6515,穎崴,12000,0.46
6278,台表科,476000,0.46
3293,鈊  象,133000,0.45
7769,鴻  勁,13000,0.43
4749,新應材,90000,0.42
5434,崇越,200000,0.4
2881,富邦金,817000,0.39
3374,精  材,271000,0.31
6121,新  普,178000,0.31
6715,嘉  基,140000,0.28
2385,群光,338000,0.21
6239,力成,25000,0.04
