股票代號,股票名稱,股數,權重
2330,台積電,958000,8.54
2454,聯發科,440000,6.3
2383,台光電,291000,5.54
2360,致茂,665000,5.25
3037,欣興,1250000,4.21
6669,緯穎,203000,4.15
6488,環球晶,853000,3.93
3017,奇鋐,457000,3.85
6223,旺矽,171000,3.81
2059,川湖,113000,3.41
2308,台達電,446000,3.12
3443,創意,190000,3.09
5274,信  驊,52400,3.02
3665,貿聯-KY,354000,2.78
6187,萬  潤,596000,2.34
2408,南亞科,1218000,2.02
2345,智邦,227000,1.93
3044,健鼎,1034000,1.6
2327,國巨,581000,1.52
3711,日月光投控,608000,1.48
2357,華碩,481000,1.35
6510,精  測,132000,1.33
8046,南電,260000,1.26
2376,技嘉,919000,1.19
4958,臻鼎-KY,542000,1.13
3036,文曄,1497000,1.1
2303,聯電,2006000,1.04
1590,亞德客-KY,193000,1.03
6505,台塑化,2995000,0.95
2885,元大金,4012000,0.94
3008,大立光,61000,0.91
2317,鴻海,960000,0.9
6147,頎邦,1234000,0.87
5347,世界先進,1351000,0.86
2313,華通,1107336,0.86
3231,緯創,1401000,0.85
3653,健策,63000,0.82
2382,廣達,664000,0.81
3211,順  達,549000,0.8
2404,漢唐,126000,0.55
1303,南亞,615000,0.48
3374,精  材,271000,0.42
5434,崇越,200000,0.42
3090,日電貿,592000,0.4
6442,光  聖,77000,0.4
2881,富邦金,817000,0.39
3293,鈊  象,133000,0.35
7769,鴻  勁,13000,0.31
6121,新  普,178000,0.25
6715,嘉  基,140000,0.2
3167,大  量,61000,0.16
2385,群光,338000,0.13
9939,宏全,180000,0.09
8150,南茂,236000,0.09
6139,亞  翔,12000,0.04
6239,力成,25000,0.03
