股票代號,股票名稱,股數,權重
2330,台積電,770000,8.91
2454,聯發科,517000,7.54
2308,台達電,571000,6.45
2383,台光電,253000,6.12
2360,致茂,413000,4.85
3037,欣興,1028000,4.76
5274,信  驊,52000,4.64
2368,金像電,627000,4.59
3017,奇鋐,293000,4.3
3665,貿聯-KY,214000,3.2
2345,智邦,244000,3.11
3653,健策,111000,2.99
2059,川湖,137000,2.82
3044,健鼎,1034000,2.45
6223,旺矽,69000,1.81
1590,亞德客-KY,193000,1.44
2408,南亞科,1100000,1.33
2449,京元電子,755000,1.28
4958,臻鼎-KY,561000,1.23
8210,勤  誠,203000,1.19
6147,頎邦,1234000,1.12
1519,華  城,235000,1.1
2885,元大金,4012000,1.08
2382,廣達,664000,1.07
6488,環球晶,348000,1.07
3036,文曄,997000,1.07
6187,萬  潤,152000,1.03
2891,中信金,3533000,0.95
6805,富世達,84000,0.95
6271,同欣電,1028000,0.93
6669,緯穎,37000,0.91
2357,華碩,301000,0.9
2376,技嘉,597000,0.85
1303,南亞,1840000,0.83
7750,新  代,58000,0.78
2313,華通,544000,0.74
3131,弘  塑,42000,0.65
6274,台  燿,112000,0.63
2404,漢唐,126000,0.63
3163,波若威,98000,0.63
6285,啟  碁,481000,0.55
3293,鈊  象,133000,0.5
5434,崇越,200000,0.42
2881,富邦金,817000,0.38
1717,長興,907000,0.37
6121,新  普,178000,0.32
6715,嘉  基,140000,0.3
6683,雍智科技,24000,0.28
3374,精  材,271000,0.28
2385,群光,338000,0.22
8464,億  豐,117000,0.2
