股票代號,股票名稱,股數,權重
2383,台光電,41000,6.5912
3017,奇鋐,65000,6.2631
2308,台達電,80000,5.4924
2330,台積電,71000,5.4657
6187,萬潤,148000,5.4326
6274,台燿,150000,5.0471
6223,旺矽,27000,4.4782
3665,貿聯 -KY,48000,4.2906
7751,竑騰,45000,4.0454
2360,致茂,60000,3.9256
3443,創意,29000,3.8982
8210,勤誠,80000,3.1676
2345,智邦,42000,3.1048
3037,欣興,108000,3.0797
3653,健策,18000,3.0344
6683,雍智科技,52000,3.0222
8299,群聯,46000,2.8689
2368,金像電,59000,2.8475
3491,昇達科,46000,2.5093
6739,竹陞科技,47000,2.4041
3363,上詮,92729,2.3291
8358,金居,201000,2.292
6805,富世達,30000,2.1106
2337,旺宏,340000,1.6756
6669,緯穎,10000,1.662
2455,全新,127000,1.3446
6510,精測,9000,1.092
8155,博智,68000,0.9626
2313,華通,65000,0.5203
