股票代號,股票名稱,股數,權重
2330,台積電,90000,9.2337
3017,奇鋐,86000,8.4022
2383,台光電,34000,6.5009
3037,欣興,190000,6.0961
6223,旺矽,27000,6.0313
3665,貿聯 -KY,50000,4.8734
2454,聯發科,32000,4.7008
3443,創意,30000,4.6099
2408,南亞科,240000,3.9565
6274,台燿,75000,3.5676
8046,南電,76000,3.1154
6139,亞翔,96000,3.004
3653,健策,18000,2.7785
2455,全新,205000,2.6051
2345,智邦,28000,2.494
7769,鴻勁,10000,2.4134
6683,雍智科技,52000,2.2698
6488,環球晶,55000,2.2161
3363,上詮,92729,2.0995
8028,昇陽半導體,176000,2.0684
4764,雙鍵,171000,2.0176
8358,金居,114000,1.6002
6739,竹陞科技,20000,0.79
3081,聯亞,4800,0.3447
5274,信驊,300,0.1806
