股票代號,股票名稱,股數,權重
2330,台積電,90000,7.5179
3017,奇鋐,86000,7.5136
3037,欣興,190000,6.5892
2383,台光電,34000,6.2754
6223,旺矽,27000,6.0278
8996,高力,87000,4.5112
6805,富世達,76000,4.3083
6274,台燿,75000,4.2266
2327,國巨,111000,4.2196
3443,創意,24000,4.0376
3665,貿聯 -KY,50000,3.3513
8155,博智,262000,3.285
6683,雍智科技,52000,3.1559
2308,台達電,47000,3.1189
6187,萬潤,80000,2.8411
2345,智邦,28000,2.4836
2454,聯發科,17000,2.4574
2455,全新,205000,2.4507
3081,聯亞,37000,2.4429
2408,南亞科,161000,2.2602
8358,金居,114000,2.2315
3653,健策,18000,2.0408
6139,亞翔,65000,1.9768
5274,信驊,3000,1.7152
3363,上詮,92729,1.6605
6515,穎崴,5000,1.4822
4764,雙鍵,118000,1.1844
3167,大量,36000,1.0108
