股票代號,股票名稱,股數,權重
2383,台光電,41000,5.8146
2330,台積電,90000,5.8017
6274,台燿,150000,5.6513
6187,萬潤,148000,5.1519
2308,台達電,80000,5.0654
3017,奇鋐,65000,4.5346
3037,欣興,170000,4.179
3443,創意,29000,4.1169
2360,致茂,60000,4.0311
6223,旺矽,27000,3.8291
3665,貿聯 -KY,48000,3.775
6683,雍智科技,52000,3.5681
8155,博智,262000,3.3328
8299,群聯,46000,3.0642
8210,勤誠,80000,3.0369
2345,智邦,42000,2.9902
8358,金居,201000,2.6404
6739,竹陞科技,60000,2.5012
2368,金像電,59000,2.4426
3653,健策,18000,2.2201
3363,上詮,92729,2.1652
6805,富世達,40000,2.1545
3491,昇達科,46000,2.135
8028,昇陽半導體,255000,1.7278
6669,緯穎,10000,1.4239
2408,南亞科,161000,1.3008
2455,全新,127000,1.2662
6510,精測,9000,0.9798
