股票代號,股票名稱,股數,權重
2330,台積電,90000,8.3348
3017,奇鋐,86000,8.0803
2383,台光電,34000,6.6705
3037,欣興,190000,6.5554
6223,旺矽,27000,6.498
2454,聯發科,32000,4.7748
3665,貿聯 -KY,50000,4.3994
3443,創意,24000,4.0478
2408,南亞科,240000,3.9369
6274,台燿,75000,3.8555
8046,南電,76000,3.5996
6139,亞翔,96000,3.1717
2455,全新,205000,2.7234
3653,健策,18000,2.5715
2345,智邦,28000,2.5068
7769,鴻勁,10000,2.4895
6683,雍智科技,52000,2.4729
6488,環球晶,55000,2.372
3167,大量,88000,2.3314
3363,上詮,92729,2.1031
4764,雙鍵,171000,2.0379
8028,昇陽半導體,176000,2.0365
8358,金居,114000,1.7844
6271,同欣電,213000,1.6404
6739,竹陞科技,20000,0.9165
3081,聯亞,4800,0.3382
5274,信驊,300,0.1795
