股票代號,股票名稱,股數,權重
2330,台積電,90000,8.9046
3017,奇鋐,86000,8.3595
2383,台光電,34000,6.5066
3037,欣興,190000,6.2992
6223,旺矽,27000,6.0516
3665,貿聯 -KY,50000,4.8059
3443,創意,30000,4.7647
2454,聯發科,32000,4.6033
2408,南亞科,240000,4.0878
6274,台燿,75000,3.6777
8046,南電,76000,3.2188
6139,亞翔,96000,2.9328
2455,全新,205000,2.691
3653,健策,18000,2.6323
7769,鴻勁,10000,2.4952
2345,智邦,28000,2.4787
6683,雍智科技,52000,2.3468
6488,環球晶,55000,2.2888
3363,上詮,92729,2.1689
8028,昇陽半導體,176000,2.1385
4764,雙鍵,171000,2.0852
8358,金居,114000,1.6523
6739,竹陞科技,20000,0.8167
3081,聯亞,4800,0.3562
5274,信驊,300,0.1722
