股票代號,股票名稱,股數,權重
2330,台積電,90000,8.4443
3017,奇鋐,86000,7.0687
6223,旺矽,27000,6.6368
2383,台光電,34000,6.5515
3037,欣興,190000,6.4383
2408,南亞科,240000,4.1687
6274,台燿,75000,4.0564
3443,創意,24000,3.7406
3081,聯亞,48000,3.5824
3665,貿聯 -KY,50000,3.4409
2327,國巨,111000,3.3482
8155,博智,262000,3.2963
6488,環球晶,55000,3.2306
8046,南電,63000,3.1509
6139,亞翔,96000,3.1042
6683,雍智科技,52000,3.0443
2455,全新,205000,2.4997
2345,智邦,28000,2.4751
2454,聯發科,17000,2.4123
3167,大量,68000,2.2937
4764,雙鍵,171000,2.1978
3653,健策,18000,2.1425
3363,上詮,92729,2.0816
8358,金居,114000,2.0332
8028,昇陽半導體,176000,1.9891
6271,同欣電,213000,1.8622
3131,弘塑,12000,1.4167
6515,穎崴,5000,1.3647
5274,信驊,300,0.151
