股票代號,股票名稱,股數,權重
2330,台積電,90000,8.7217
3037,欣興,166000,7.4642
3017,奇鋐,52000,6.9944
2454,聯發科,32000,6.4316
2383,台光電,29000,5.6431
3443,創意,17000,5.5255
3653,健策,18000,4.4725
2455,全新,205000,4.3864
6274,台燿,75000,4.2445
6805,富世達,36000,3.6282
3665,貿聯 -KY,39000,3.5375
3491,昇達科,52000,3.1545
3081,聯亞,29800,3.0958
6510,精測,22000,2.9634
8358,金居,134000,2.5815
2408,南亞科,127000,2.5353
3363,上詮,92729,2.3112
6187,萬潤,47000,2.1953
8046,南電,46000,2.1575
8996,高力,35000,2.0893
6739,竹陞科技,50000,2.0544
2345,智邦,28000,2.0513
6683,雍智科技,34000,2.0494
6515,穎崴,8000,1.8591
4958,臻鼎 -KY,100000,1.8335
6223,旺矽,8000,1.7428
4991,環宇 -KY,71000,1.2316
5274,信驊,300,0.2358
