股票代號,股票名稱,股數,權重
3017,奇鋐,86000,8.6508
2330,台積電,90000,8.0782
3037,欣興,190000,6.7922
2383,台光電,34000,6.7613
6223,旺矽,27000,6.1631
3443,創意,34000,5.4524
2454,聯發科,32000,4.785
3665,貿聯 -KY,50000,4.4492
2408,南亞科,240000,4.0484
6274,台燿,75000,3.8882
8046,南電,91000,3.6791
6139,亞翔,96000,2.9193
3653,健策,18000,2.8866
2455,全新,205000,2.7997
2345,智邦,28000,2.5132
3231,緯創,327000,2.467
7769,鴻勁,10000,2.3948
8028,昇陽半導體,218000,2.2604
6683,雍智科技,52000,2.1929
3363,上詮,92729,2.0198
6739,竹陞科技,50000,1.9151
4764,雙鍵,171000,1.7135
6515,穎崴,6000,1.5263
8358,金居,114000,1.504
3081,聯亞,4800,0.3649
5274,信驊,300,0.1799
