股票代號,股票名稱,股數,權重
2330,台積電,90000,7.4808
3017,奇鋐,86000,6.9372
3037,欣興,190000,6.5037
2383,台光電,34000,6.4988
6223,旺矽,27000,5.7385
8996,高力,87000,4.5006
6805,富世達,76000,4.3314
6274,台燿,75000,4.0903
2327,國巨,111000,4.0487
8155,博智,262000,3.3815
3665,貿聯 -KY,50000,3.2968
2308,台達電,47000,3.1402
6683,雍智科技,52000,3.0456
3443,創意,19000,2.9453
6187,萬潤,80000,2.7496
3081,聯亞,37000,2.6407
8299,群聯,32000,2.6262
2408,南亞科,161000,2.5579
2455,全新,205000,2.4158
2454,聯發科,17000,2.3312
2345,智邦,28000,2.2979
8358,金居,114000,2.183
6139,亞翔,65000,2.1771
3653,健策,18000,2.0959
3363,上詮,92729,1.844
5274,信驊,3000,1.6003
6515,穎崴,5000,1.4055
4764,雙鍵,118000,1.1691
3167,大量,36000,0.9772
