股票代號,股票名稱,股數,權重
5536,聖暉*,3734000,9.0477
2330,台積電,1967000,8.9042
2454,聯發科,862000,6.8732
6139,亞翔,3067000,5.3173
2345,智邦,799000,3.7445
4958,臻鼎-KY,3147000,3.724
6223,旺矽,307000,3.5118
2360,致茂,823000,3.3391
2383,台光電,328000,3.3207
3105,穩懋,4143000,3.3151
2303,聯電,8964000,2.7697
6669,緯穎,294000,2.5596
2059,川湖,183000,2.5299
3491,昇達科,967000,2.4248
6488,環球晶,1140000,2.152
6257,矽格,4657000,2.0731
2472,立隆電,2356000,2.0069
3017,奇鋐,407000,1.9303
3264,欣銓,4628000,1.9298
3583,辛耘,1113000,1.8899
2327,國巨*,849000,1.8179
2467,志聖,1450000,1.6886
3008,大立光,200000,1.6116
2377,微星,5663000,1.553
1785,光洋科,5491000,1.4903
6274,台燿,439000,1.3853
2316,楠梓電,3375000,1.3756
8016,矽創,2198000,1.3707
6531,愛普*,694000,1.3009
3711,日月光投控,1002000,1.2798
7769,鴻勁,92000,1.118
8996,高力,376000,1.0947
3702,大聯大,5380000,1.0812
3036,文曄,2290000,0.9205
6147,頎邦,2300000,0.9137
2368,金像電,389000,0.8768
6278,台表科,2184000,0.8737
2376,技嘉,1060000,0.6849
6239,力成,700000,0.4437
6805,富世達,121000,0.3818
2351,順德,900000,0.3592
5274,信驊,9000,0.2788
2885,元大金,2114420,0.2609
2451,創見,519000,0.2598
6187,萬潤,91000,0.1705
3376,新日興,359000,0.1341
6177,達麗,194350,0.0164
3443,創意,1000,0.0091
8046,南電,1000,0.0022
4441,振大環球,4000,0.0014
8358,金居,1000,0.0011
1519,華城,600,0.0008
3706,神達,1400,0.0002
2886,兆豐金,1000,0.0
2881,富邦金,250,0.0
