股票代號,股票名稱,股數,權重
2330,台積電,1794000,8.1635
2454,聯發科,872000,6.696
6669,緯穎,510000,6.4013
5536,聖暉*,3679000,6.3337
6139,亞翔,4025000,6.1586
2059,川湖,185000,4.823
2383,台光電,327000,3.937
2360,致茂,837000,3.7452
3105,穩懋,4809000,3.6289
2345,智邦,817000,3.5473
6223,旺矽,307000,3.376
4958,臻鼎-KY,3178000,3.0308
3491,昇達科,1000000,2.5217
3017,奇鋐,407000,2.4308
3008,大立光,248000,2.3839
6531,愛普*,1440000,2.3835
6488,環球晶,1134000,2.193
2303,聯電,9109000,2.0984
3264,欣銓,4780000,1.9848
6257,矽格,4821000,1.9012
2467,志聖,1505000,1.6778
2377,微星,5678000,1.6094
3583,辛耘,1158000,1.6005
6274,台燿,450000,1.3651
8016,矽創,2270000,1.3041
3702,大聯大,5678000,1.1949
7769,鴻勁,93000,1.1902
3711,日月光投控,1016000,1.1847
2316,楠梓電,3471000,1.099
5274,信驊,29900,0.9648
3036,文曄,2404000,0.9298
8996,高力,382000,0.88
1785,光洋科,4384000,0.8727
6278,台表科,2460000,0.8162
2327,國巨*,696000,0.8023
2351,順德,2316000,0.7465
2472,立隆電,1522000,0.6954
3529,力旺,93000,0.4214
6831,邁科,300000,0.3907
6239,力成,710000,0.3742
2376,技嘉,443000,0.3006
2451,創見,521000,0.2864
2885,元大金,2128420,0.2756
6446,藥華藥,42000,0.1122
3231,緯創,91000,0.0322
6177,達麗,194350,0.0179
3443,創意,1000,0.011
2368,金像電,2000,0.0038
8046,南電,1000,0.0024
4441,振大環球,4000,0.0014
1519,華城,660,0.0009
8358,金居,1000,0.0007
3706,神達,1400,0.0002
2886,兆豐金,1000,0.0
2881,富邦金,250,0.0
