股票代號,股票名稱,股數,權重
2330,台積電,1860000,8.4074
5536,聖暉*,3602000,7.3679
6669,緯穎,513000,5.2365
2383,台光電,548000,5.047
2345,智邦,849000,4.2442
3264,欣銓,9012000,4.0645
2360,致茂,851000,3.8041
3105,穩懋,4118000,3.7679
6223,旺矽,318000,3.741
2454,聯發科,573000,3.7278
2308,台達電,822000,3.4038
3491,昇達科,980000,3.3051
6139,亞翔,2357000,3.2596
6257,矽格,7451000,3.2266
6147,頎邦,5888000,2.4088
2059,川湖,246000,2.3859
4958,臻鼎-KY,2770000,2.2166
6285,啟碁,4160000,2.1584
3017,奇鋐,389000,1.9058
3583,辛耘,1068000,1.8926
6488,環球晶,1285000,1.8207
2303,聯電,8257000,1.8125
1785,光洋科,5477000,1.6723
2467,志聖,1413000,1.6552
2472,立隆電,3193000,1.3827
5289,宜鼎,305000,1.0712
3030,德律,1272000,1.0026
3711,日月光投控,911000,0.9944
3533,嘉澤,209000,0.9718
6510,精測,126000,0.9391
6274,台燿,315000,0.8203
8996,高力,389000,0.8073
2404,漢唐,384000,0.7663
2347,聯強,4410000,0.7251
3211,順達,918000,0.6586
2313,華通,1234000,0.5799
2368,金像電,187000,0.4814
3665,貿聯-KY,60136,0.2514
3131,弘塑,43000,0.2462
5274,信驊,6000,0.2058
4938,和碩,1345000,0.2053
6177,達麗,1862350,0.1694
8046,南電,107000,0.1678
3376,新日興,371000,0.1425
2885,元大金,1150420,0.1258
8464,億豐,148000,0.093
1319,東陽,355000,0.0556
4441,振大環球,62000,0.0254
3443,創意,1000,0.0096
6805,富世達,1000,0.0034
1519,華城,600,0.0009
2327,國巨*,1000,0.0009
8358,金居,1000,0.0007
2548,華固,2000,0.0005
3706,神達,1400,0.0002
2886,兆豐金,1000,0.0
2881,富邦金,250,0.0
