股票代號,股票名稱,股數,權重
2330,台積電,1794000,8.7119
2454,聯發科,736000,6.7997
6669,緯穎,1171225,5.4516
6139,亞翔,3721000,5.3159
3105,穩懋,5709000,5.0328
2059,川湖,180000,4.3814
6531,愛普*,2040000,4.0612
2360,致茂,819000,3.5646
6223,旺矽,307000,3.4765
3008,大立光,252000,3.3818
3491,昇達科,1180000,3.3644
2383,台光電,311000,3.362
4958,臻鼎-KY,3158000,3.1498
3017,奇鋐,372000,2.5261
2345,智邦,621000,2.3587
6488,環球晶,1089000,1.9793
2395,研華,1454000,1.9747
2301,光寶科,3230000,1.8028
2455,全新,1537000,1.5949
2303,聯電,5145000,1.4565
3231,緯創,3660000,1.368
3583,辛耘,960000,1.3618
6214,精誠,3460000,1.3142
5274,信驊,35900,1.2937
2376,技嘉,1749000,1.2299
5483,中美晶,3437000,1.2189
2428,興勤,2285000,1.174
6274,台燿,421000,1.1579
3711,日月光投控,906000,1.1282
3265,台星科,3369000,1.1201
2467,志聖,1000000,1.1122
5425,台半,6403000,1.1108
3090,日電貿,3302000,1.0845
6239,力成,1910000,1.0506
2478,大毅,4360000,1.041
8996,高力,382000,1.0237
2377,微星,3372000,1.0123
6472,保瑞,1032000,0.8297
2486,一詮,1607000,0.769
5536,聖暉*,455000,0.7664
3529,力旺,93000,0.4834
6196,帆宣,304000,0.313
2885,元大金,2213556,0.3122
6672,騰輝電子-KY,530000,0.3118
2476,鉅祥,1281000,0.3045
3617,碩天,577000,0.2819
8070,長華*,2792000,0.2756
6640,均華,116000,0.2734
6446,藥華藥,42000,0.1083
6177,達麗,194350,0.0186
3443,創意,1000,0.0123
4441,振大環球,4000,0.0013
1519,華城,660,0.0009
8358,金居,1000,0.0009
2886,兆豐金,1000,0.0001
2881,富邦金,250,0.0
