股票代號,股票名稱,股數,權重
2330,台積電,1937000,8.6457
5536,聖暉*,3754000,7.8685
2454,聯發科,862000,7.1465
6139,亞翔,2774000,4.2829
2360,致茂,823000,4.0353
3105,穩懋,4143000,3.7798
2345,智邦,804000,3.7767
3491,昇達科,967000,3.5289
6223,旺矽,307000,3.4874
6669,緯穎,296000,3.0855
6147,頎邦,5916000,3.0004
2383,台光電,330000,2.9829
4958,臻鼎-KY,3147000,2.9005
6285,啟碁,4029000,2.2318
2303,聯電,9007000,2.107
3017,奇鋐,407000,2.0641
6257,矽格,4687000,1.9999
3264,欣銓,4508000,1.9952
6488,環球晶,1146000,1.8659
2059,川湖,183000,1.8322
3583,辛耘,1121000,1.8293
2472,立隆電,2790000,1.8274
2467,志聖,1461000,1.7116
2377,微星,5688000,1.4902
1785,光洋科,5527000,1.4429
3008,大立光,201000,1.4388
6274,台燿,440000,1.3957
7769,鴻勁,93000,1.2853
8016,矽創,2211000,1.2558
3036,文曄,2311000,1.2196
3702,大聯大,5420000,1.1817
2327,國巨*,823000,1.1443
3711,日月光投控,1008000,1.1186
6531,愛普*,554000,1.0938
2316,楠梓電,3374000,1.0102
2368,金像電,392000,0.9903
6278,台表科,2201000,0.8732
8996,高力,376000,0.7881
2376,技嘉,1064000,0.7447
2351,順德,1350000,0.533
6805,富世達,121000,0.4495
2451,創見,519000,0.3467
5274,信驊,9000,0.3076
2885,元大金,2114420,0.2528
3376,新日興,359000,0.1447
6177,達麗,194350,0.0162
3443,創意,1000,0.0082
4441,振大環球,4000,0.0016
8046,南電,1000,0.0016
8358,金居,1000,0.001
1519,華城,600,0.001
3665,貿聯-KY,136,0.0005
3706,神達,1400,0.0002
2886,兆豐金,1000,0.0
2881,富邦金,250,0.0
