股票代號,股票名稱,股數,權重
2330,台積電,1794000,8.6831
2454,聯發科,736000,6.8252
6669,緯穎,1171225,5.4068
6139,亞翔,3721000,5.3197
3105,穩懋,5709000,5.1548
2059,川湖,180000,4.389
6531,愛普*,2040000,3.9909
2360,致茂,819000,3.5642
6223,旺矽,307000,3.4931
2383,台光電,311000,3.3805
3491,昇達科,1180000,3.3355
4958,臻鼎-KY,3158000,3.1436
3008,大立光,252000,3.0723
3017,奇鋐,372000,2.504
2345,智邦,621000,2.3679
6488,環球晶,1089000,1.9931
2395,研華,1454000,1.9811
2301,光寶科,3230000,1.8228
2455,全新,1537000,1.6722
2303,聯電,5145000,1.4909
3231,緯創,3660000,1.3472
6214,精誠,3460000,1.3193
5274,信驊,35900,1.3126
3583,辛耘,890000,1.2361
5483,中美晶,3437000,1.2336
2376,技嘉,1749000,1.2235
6274,台燿,421000,1.2071
2428,興勤,2285000,1.1756
5425,台半,6403000,1.1732
3711,日月光投控,906000,1.1276
3265,台星科,3369000,1.1167
3090,日電貿,3302000,1.0979
2467,志聖,1000000,1.092
2478,大毅,4360000,1.0551
6239,力成,1910000,1.0545
2377,微星,3372000,1.032
8996,高力,382000,0.9594
6472,保瑞,1032000,0.8468
5536,聖暉*,455000,0.7855
2486,一詮,1607000,0.7663
3529,力旺,93000,0.5163
6640,均華,141000,0.324
6196,帆宣,304000,0.3214
2885,元大金,2213556,0.3187
6672,騰輝電子-KY,530000,0.3174
2476,鉅祥,1281000,0.3113
8070,長華*,2792000,0.285
3617,碩天,577000,0.2827
6446,藥華藥,42000,0.1016
6177,達麗,194350,0.0185
3443,創意,1000,0.013
4441,振大環球,4000,0.0014
8358,金居,1000,0.001
1519,華城,660,0.0009
2886,兆豐金,1000,0.0001
2881,富邦金,250,0.0
