股票代號,股票名稱,股數,權重
2330,台積電,22000,8.469
GOOGL US,Alphabet 公司,4000,7.3683
MU US,美光科技公司,1100,5.5988
NVDA US,輝達,5300,5.5163
AVGO US,博通公司,2400,4.9411
CRWD US,Crowdstrike控股公司,3752,3.8208
LRCX US,科林研發股份有限公司,2021,3.6635
GEV US,奇異維諾瓦公司,650,3.5873
AMZN US,AMAZON. COM INC,2800,3.5503
IFX GY,英飛凌科技股份有限公司,8000,3.4461
LITE US,魯門特姆控股公司,780,3.1458
GS US,高盛集團,550,2.981
LLY US,禮來公司,450,2.8108
CAT US,Caterpillar Inc,550,2.6491
AMD US,超微半導體公司,899,2.5227
HWM US,Howmet航太公司,1700,2.3888
COHR US,連貫公司,1300,2.1835
4062 JT,Ibiden Co Ltd,3500,2.1606
6506 JT,安川電機公司,10000,2.1555
SNDK US,晟碟公司（德拉瓦州）,220,2.0983
6981 JT,村田製作所有限公司,7000,2.0975
ETN US,伊頓公開有限公司,1000,2.083
ENR GY,Siemens Energy AG,2200,2.0186
MSFT US,Microsoft Corp,1000,1.9728
NET US,Cloudflare公司,1200,1.6987
SU FP,施奈德電機公司,950,1.5063
GLEN LN,嘉能可公司,40000,1.4095
MRVL US,Marvell Technology Inc,1100,1.3735
8306 JT,三菱UFJ金融集團公司,12000,1.2956
SNOW US,Snowflake公司,850,1.167
TSLA US,特斯拉公司,550,1.1477
WMT UN,沃爾瑪公司,1800,1.0366
