股票代號,股票名稱,股數,權重
MU US,美光科技公司,2500,9.7735
GOOGL US,Alphabet 公司,4500,8.5965
AVGO US,博通公司,3900,8.2131
2330,台積電,22000,7.7001
NVDA US,輝達,7000,7.5505
LITE US,魯門特姆控股公司,1300,6.7293
AMZN US,AMAZON. COM INC,3000,3.9666
GEV US,奇異維諾瓦公司,750,3.956
LRCX US,科林研發股份有限公司,2021,2.941
IFX GY,英飛凌科技股份有限公司,8000,2.8592
TER US,泰瑞達公司,1500,2.7033
CRWD US,Crowdstrike控股公司,938,2.5002
COHR US,連貫公司,1300,2.4262
HWM US,Howmet航太公司,1700,2.2861
ENR GY,Siemens Energy AG,2200,2.2715
WMT UN,沃爾瑪公司,3400,2.1323
ETN US,伊頓公開有限公司,1000,2.0596
MSFT US,Microsoft Corp,1000,2.0284
6501 JT,日立製作所有限公司,12000,1.8361
CAT US,Caterpillar Inc,350,1.5944
GLEN LN,嘉能可公司,40000,1.5395
SU FP,施奈德電機公司,950,1.5092
NET US,Cloudflare公司,1200,1.1415
BWXT US,BWX科技股份有限公司,1100,1.1398
8306 JT,三菱UFJ金融集團公司,12000,1.0732
VRTX US,福泰製藥公司,450,0.9626
GS US,高盛集團,200,0.9289
AMD US,超微半導體公司,400,0.9021
4062 JT,Ibiden Co Ltd,1000,0.4901
