股票代號,股票名稱,股數,權重
2330,台積電,25000,9.1851
AVGO US,博通公司,3900,8.3093
GOOGL US,Alphabet 公司,4500,8.0319
NVDA US,輝達,7000,7.7249
LITE US,魯門特姆控股公司,1700,7.4456
MU US,美光科技公司,2500,6.6811
TER US,泰瑞達公司,2399,4.9133
GEV US,奇異維諾瓦公司,750,4.2804
AMZN US,AMAZON. COM INC,3000,3.991
LRCX US,科林研發股份有限公司,2021,2.6716
IFX GY,英飛凌科技股份有限公司,8000,2.5623
ENR GY,Siemens Energy AG,2200,2.3324
SU FP,施奈德電機公司,1400,2.3014
WMT UN,沃爾瑪公司,3400,2.2106
CRWD US,Crowdstrike控股公司,938,2.1725
MSFT US,Microsoft Corp,1000,2.1643
COHR US,連貫公司,1300,2.1295
ETN US,伊頓公開有限公司,1000,2.1233
HWM US,Howmet航太公司,1700,2.0933
6501 JT,日立製作所有限公司,12000,2.056
8306 JT,三菱UFJ金融集團公司,20000,1.7837
GLEN LN,嘉能可公司,40000,1.5212
CAT US,Caterpillar Inc,350,1.4778
NET US,Cloudflare公司,1200,1.2983
BWXT US,BWX科技股份有限公司,1100,1.2445
VRTX US,福泰製藥公司,450,0.9767
GS US,高盛集團,200,0.9556
