股票代號,股票名稱,股數,權重
MU US,美光科技公司,2476,9.4794
GOOGL US,Alphabet 公司,4500,8.7054
AVGO US,博通公司,3900,8.167
2330,台積電,22000,7.8543
NVDA US,輝達,7000,7.7184
LITE US,魯門特姆控股公司,1300,6.443
GEV US,奇異維諾瓦公司,750,4.0153
AMZN US,AMAZON. COM INC,3000,3.9827
LRCX US,科林研發股份有限公司,2021,2.9194
IFX GY,英飛凌科技股份有限公司,8000,2.7296
TER US,泰瑞達公司,1500,2.6853
CRWD US,Crowdstrike控股公司,938,2.5586
COHR US,連貫公司,1300,2.4283
HWM US,Howmet航太公司,1700,2.2903
WMT UN,沃爾瑪公司,3400,2.2141
ENR GY,Siemens Energy AG,2200,2.1882
MSFT US,Microsoft Corp,1000,2.0365
ETN US,伊頓公開有限公司,1000,2.0053
6501 JT,日立製作所有限公司,12000,1.8522
CAT US,Caterpillar Inc,350,1.5944
GLEN LN,嘉能可公司,40000,1.5515
SU FP,施奈德電機公司,950,1.4791
BWXT US,BWX科技股份有限公司,1100,1.1363
NET US,Cloudflare公司,1200,1.1195
8306 JT,三菱UFJ金融集團公司,12000,1.0981
VRTX US,福泰製藥公司,450,1.0075
GS US,高盛集團,200,0.9448
AMD US,超微半導體公司,400,0.8955
4062 JT,Ibiden Co Ltd,1000,0.5248
SNDK US,晟碟公司（德拉瓦州）,50,0.3626
