股票代號,股票名稱,股數,權重
LITE US,魯門特姆控股公司,2000,9.2366
2330,台積電,27000,8.9652
AVGO US,博通公司,3900,8.1899
GOOGL US,Alphabet 公司,4500,7.9422
NVDA US,輝達,7000,7.2924
MU US,美光科技公司,2500,5.8766
TER US,泰瑞達公司,2399,4.7137
GEV US,奇異維諾瓦公司,750,3.8848
AMZN US,AMAZON. COM INC,3000,3.8828
LRCX US,科林研發股份有限公司,2021,2.7936
8306 JT,三菱UFJ金融集團公司,30000,2.79
IFX GY,英飛凌科技股份有限公司,8000,2.3793
SU FP,施奈德電機公司,1400,2.3727
COHR US,連貫公司,1300,2.3169
ENR GY,Siemens Energy AG,2200,2.3022
HWM US,Howmet航太公司,1700,2.2453
WMT UN,沃爾瑪公司,3400,2.2391
MSFT US,Microsoft Corp,1000,2.1839
ETN US,伊頓公開有限公司,1000,2.0983
CRWD US,Crowdstrike控股公司,938,2.0541
6501 JT,日立製作所有限公司,12000,2.0053
GLEN LN,嘉能可公司,40000,1.5266
CAT US,Caterpillar Inc,350,1.4367
BWXT US,BWX科技股份有限公司,1100,1.3397
NET US,Cloudflare公司,1200,1.2459
VRTX US,福泰製藥公司,450,1.0256
GS US,高盛集團,200,0.9566
