股票代號,股票名稱,股數,權重
MU US,美光科技公司,1800,8.4878
GOOGL US,Alphabet 公司,4500,7.9294
2330,台積電,22000,7.8944
AVGO US,博通公司,3900,7.7348
NVDA US,輝達,6500,6.729
LITE US,魯門特姆控股公司,1000,4.4744
IFX GY,英飛凌科技股份有限公司,8000,3.74
AMZN US,AMAZON. COM INC,3000,3.6046
LRCX US,科林研發股份有限公司,2021,3.2188
CRWD US,Crowdstrike控股公司,938,3.1934
GEV US,奇異維諾瓦公司,650,2.9645
COHR US,連貫公司,1300,2.5967
MSFT US,Microsoft Corp,1000,2.0266
HWM US,Howmet航太公司,1700,2.0067
ETN US,伊頓公開有限公司,1000,1.9819
AMD US,超微半導體公司,800,1.9816
ENR GY,Siemens Energy AG,2200,1.9286
WMT UN,沃爾瑪公司,3400,1.8957
4062 JT,Ibiden Co Ltd,3000,1.7903
SNDK US,晟碟公司（德拉瓦州）,200,1.6662
GS US,高盛集團,320,1.6553
CAT US,Caterpillar Inc,350,1.5584
GLEN LN,嘉能可公司,40000,1.5512
NET US,Cloudflare公司,1200,1.5262
SU FP,施奈德電機公司,950,1.4718
8306 JT,三菱UFJ金融集團公司,12000,1.126
6981 JT,村田製作所有限公司,3800,1.1143
6501 JT,日立製作所有限公司,7000,1.0742
BWXT US,BWX科技股份有限公司,1100,0.9934
TSLA US,特斯拉公司,450,0.8915
6506 JT,安川電機公司,4000,0.8222
