股票代號,股票名稱,股數,權重
GOOGL US,Alphabet 公司,4500,8.8445
AVGO US,博通公司,3900,8.2338
NVDA US,輝達,7000,7.9055
2330,台積電,22000,7.6715
MU US,美光科技公司,2000,7.3985
LITE US,魯門特姆控股公司,1100,4.8257
AMZN US,AMAZON. COM INC,3000,4.0179
GEV US,奇異維諾瓦公司,700,3.6243
IFX GY,英飛凌科技股份有限公司,8000,3.1854
CRWD US,Crowdstrike控股公司,938,3.0818
LRCX US,科林研發股份有限公司,2021,2.9833
COHR US,連貫公司,1300,2.3553
WMT UN,沃爾瑪公司,3400,2.2494
ENR GY,Siemens Energy AG,2200,2.2476
HWM US,Howmet航太公司,1700,2.2441
MSFT US,Microsoft Corp,1000,2.1279
ETN US,伊頓公開有限公司,1000,1.9188
CAT US,Caterpillar Inc,350,1.5434
GLEN LN,嘉能可公司,40000,1.5319
4062 JT,Ibiden Co Ltd,3000,1.4915
SU FP,施奈德電機公司,950,1.4732
AMD US,超微半導體公司,600,1.3572
NET US,Cloudflare公司,1200,1.2743
8306 JT,三菱UFJ金融集團公司,12000,1.1558
BWXT US,BWX科技股份有限公司,1100,1.1266
6501 JT,日立製作所有限公司,7000,1.0921
GS US,高盛集團,200,0.9927
VRTX US,福泰製藥公司,450,0.9789
SNDK US,晟碟公司（德拉瓦州）,70,0.4926
