股票代號,股票名稱,股數,權重
2330,台積電,20000,8.6396
NVDA US,輝達,5000,6.4592
GOOGL US,Alphabet 公司,3000,5.822
MU US,美光科技公司,800,4.403
AMZN US,AMAZON. COM INC,2800,4.1099
LITE US,魯門特姆控股公司,780,3.9091
AVGO US,博通公司,1800,3.8053
AMD US,超微半導體公司,1400,3.6836
CRWD US,Crowdstrike控股公司,3000,3.513
GS US,高盛集團,550,3.1801
LLY US,禮來公司,450,3.0052
IFX GY,英飛凌科技股份有限公司,8000,2.9709
MSFT US,Microsoft Corp,1000,2.86
GEV US,奇異維諾瓦公司,500,2.6536
LRCX US,科林研發股份有限公司,1500,2.4896
HWM US,Howmet航太公司,1700,2.4755
ETN US,伊頓公開有限公司,1000,2.25
ENR GY,Siemens Energy AG,2200,2.0838
COHR US,連貫公司,1300,2.0104
JPM US,摩根大通銀行,950,1.9481
SNOW US,Snowflake公司,1100,1.9367
NET US,Cloudflare公司,1200,1.8841
GLEN LN,嘉能可公司,40000,1.8515
SNDK US,晟碟公司（德拉瓦州）,200,1.7885
AMAT US,應用材料,700,1.7668
6981 JT,村田製作所有限公司,7000,1.7472
SU FP,施奈德電機公司,900,1.7185
8306 JT,三菱UFJ金融集團公司,12000,1.5945
2454,聯發科,2000,1.5486
MA US,萬事達卡,350,1.185
AAPL US,蘋果公司,600,1.1224
ASML NA,艾司摩爾控股公司,100,0.9627
TSEM US,塔爾半導體有限公司,750,0.8929
DDOG US,數據狗公司,500,0.6022
CRDO US,Credo Technology Group Holding,500,0.4756
HOOD US,羅賓漢市場公司,741,0.4564
