股票代號,股票名稱,股數,權重
GOOGL US,Alphabet 公司,4500,8.2435
2330,台積電,22000,8.0488
AVGO US,博通公司,3900,7.4595
MU US,美光科技公司,1600,7.3352
NVDA US,輝達,6500,6.6964
LITE US,魯門特姆控股公司,900,3.9474
AMZN US,AMAZON. COM INC,3000,3.6702
IFX GY,英飛凌科技股份有限公司,8000,3.5666
LRCX US,科林研發股份有限公司,2021,3.343
CRWD US,Crowdstrike控股公司,938,3.1231
GEV US,奇異維諾瓦公司,650,2.8971
GS US,高盛集團,530,2.7279
COHR US,連貫公司,1300,2.3707
HWM US,Howmet航太公司,1700,2.1802
WMT UN,沃爾瑪公司,3400,2.1077
MSFT US,Microsoft Corp,1000,2.0425
AMD US,超微半導體公司,850,1.9766
ETN US,伊頓公開有限公司,1000,1.93
SNDK US,晟碟公司（德拉瓦州）,220,1.8583
ENR GY,Siemens Energy AG,2200,1.8112
LLY US,禮來公司,300,1.7524
4062 JT,Ibiden Co Ltd,3000,1.6729
GLEN LN,嘉能可公司,40000,1.552
CAT US,Caterpillar Inc,350,1.5403
SU FP,施奈德電機公司,950,1.4533
NET US,Cloudflare公司,1200,1.355
8306 JT,三菱UFJ金融集團公司,12000,1.2241
6981 JT,村田製作所有限公司,3800,1.0534
BWXT US,BWX科技股份有限公司,1100,1.0347
TSLA US,特斯拉公司,500,0.9807
6506 JT,安川電機公司,4000,0.7676
SNOW US,Snowflake公司,400,0.4933
