股票代號,股票名稱,股數,權重
2330,台積電,22000,8.5705
GOOGL US,Alphabet 公司,3500,6.2375
NVDA US,輝達,5200,6.0281
AVGO US,博通公司,2400,5.1596
CRWD US,Crowdstrike控股公司,3752,4.3539
MU US,美光科技公司,800,3.9098
AMZN US,AMAZON. COM INC,2800,3.8197
LITE US,魯門特姆控股公司,780,3.5334
AMD US,超微半導體公司,1200,2.9823
IFX GY,英飛凌科技股份有限公司,8000,2.9632
GS US,高盛集團,550,2.9506
LRCX US,科林研發股份有限公司,1700,2.9479
LLY US,禮來公司,450,2.7993
GEV US,奇異維諾瓦公司,500,2.6998
MSFT US,Microsoft Corp,1000,2.5566
HWM US,Howmet航太公司,1700,2.4738
ETN US,伊頓公開有限公司,1000,2.3325
COHR US,連貫公司,1300,2.1888
ENR GY,Siemens Energy AG,2200,2.0955
NET US,Cloudflare公司,1200,2.0427
6506 JT,安川電機公司,11000,1.9459
AMAT US,應用材料,700,1.9253
SNOW US,Snowflake公司,1100,1.9095
6981 JT,村田製作所有限公司,7000,1.878
SU FP,施奈德電機公司,900,1.6495
SNDK US,晟碟公司（德拉瓦州）,200,1.5725
GLEN LN,嘉能可公司,40000,1.5564
JPM US,摩根大通銀行,800,1.4947
8306 JT,三菱UFJ金融集團公司,12000,1.4368
2454,聯發科,2000,1.3519
MA US,萬事達卡,350,1.0212
TSEM US,塔爾半導體有限公司,750,0.9761
AAPL US,蘋果公司,600,0.9424
CRDO US,Credo Technology Group Holding,300,0.4106
DDOG US,數據狗公司,300,0.3894
