股票代號,股票名稱,股數,權重
2330,台積電,20000,8.4731
NVDA US,輝達,5000,6.1085
GOOGL US,Alphabet 公司,3000,5.8038
MU US,美光科技公司,800,4.3556
AMD US,超微半導體公司,1400,4.2505
CRWD US,Crowdstrike控股公司,3000,4.1056
AMZN US,AMAZON. COM INC,2800,3.9175
LITE US,魯門特姆控股公司,780,3.8823
AVGO US,博通公司,1800,3.482
GS US,高盛集團,550,2.9148
LLY US,禮來公司,450,2.8885
IFX GY,英飛凌科技股份有限公司,8000,2.7827
MSFT US,Microsoft Corp,1000,2.7724
GEV US,奇異維諾瓦公司,500,2.5759
ETN US,伊頓公開有限公司,1000,2.2806
NET US,Cloudflare公司,1200,2.232
COHR US,連貫公司,1300,2.1431
JPM US,摩根大通銀行,1100,2.1402
HWM US,Howmet航太公司,1700,2.1377
SNOW US,Snowflake公司,1100,2.0733
ENR GY,Siemens Energy AG,2200,1.9947
AAPL US,蘋果公司,1000,1.877
6981 JT,村田製作所有限公司,7000,1.8615
SNDK US,晟碟公司（德拉瓦州）,200,1.7984
GLEN LN,嘉能可公司,40000,1.7321
SU FP,施奈德電機公司,900,1.6522
AMAT US,應用材料,700,1.6274
2454,聯發科,2000,1.5723
8306 JT,三菱UFJ金融集團公司,12000,1.5683
MA US,萬事達卡,350,1.1029
ASML NA,艾司摩爾控股公司,120,1.088
TSEM US,塔爾半導體有限公司,850,1.038
DDOG US,數據狗公司,700,0.9201
NBIS UW,尼比厄斯集團公眾有限公司,400,0.4857
HOOD US,羅賓漢市場公司,741,0.4532
