股票代號,股票名稱,股數,權重
2330,台積電,22000,8.2462
GOOGL US,Alphabet 公司,3700,7.3336
NVDA US,輝達,5200,5.7842
AVGO US,博通公司,2400,5.2672
CRWD US,Crowdstrike控股公司,3752,4.1593
AMZN US,AMAZON. COM INC,2800,4.0768
MU US,美光科技公司,800,3.748
LITE US,魯門特姆控股公司,780,3.4775
AMD US,超微半導體公司,1200,3.266
IFX GY,英飛凌科技股份有限公司,8000,3.0787
GS US,高盛集團,550,3.0395
LRCX US,科林研發股份有限公司,1700,2.8349
GEV US,奇異維諾瓦公司,500,2.6728
LLY US,禮來公司,450,2.635
MSFT US,Microsoft Corp,1000,2.5864
HWM US,Howmet航太公司,1700,2.5714
ETN US,伊頓公開有限公司,1000,2.3343
COHR US,連貫公司,1300,2.2088
ENR GY,Siemens Energy AG,2200,2.0045
NET US,Cloudflare公司,1200,1.8978
6506 JT,安川電機公司,11000,1.8794
SNOW US,Snowflake公司,1100,1.8288
AMAT US,應用材料,600,1.7213
6981 JT,村田製作所有限公司,7000,1.661
SU FP,施奈德電機公司,900,1.6266
GLEN LN,嘉能可公司,40000,1.5522
JPM US,摩根大通銀行,800,1.5011
SNDK US,晟碟公司（德拉瓦州）,200,1.4985
8306 JT,三菱UFJ金融集團公司,12000,1.386
CAT US,Caterpillar Inc,300,1.3801
AAPL US,蘋果公司,600,0.9742
MA US,萬事達卡,300,0.8992
TSEM US,塔爾半導體有限公司,600,0.7543
2454,聯發科,1000,0.6244
DDOG US,數據狗公司,300,0.4537
CRDO US,Credo Technology Group Holding,103,0.1286
