股票代號,股票名稱,股數,權重
2330,台積電,22000,9.067
GOOGL US,Alphabet 公司,3700,7.2375
NVDA US,輝達,5200,5.7337
AVGO US,博通公司,2400,5.1316
AMZN US,AMAZON. COM INC,2800,4.1767
CRWD US,Crowdstrike控股公司,3752,3.9333
MU US,美光科技公司,800,3.6164
AMD US,超微半導體公司,1200,3.1383
IFX GY,英飛凌科技股份有限公司,8000,3.1208
GS US,高盛集團,550,3.0764
LITE US,魯門特姆控股公司,780,3.0587
LLY US,禮來公司,450,2.8395
LRCX US,科林研發股份有限公司,1700,2.736
GEV US,奇異維諾瓦公司,500,2.7196
HWM US,Howmet航太公司,1700,2.6356
MSFT US,Microsoft Corp,1000,2.5525
ETN US,伊頓公開有限公司,1000,2.2805
ENR GY,Siemens Energy AG,2200,2.0518
COHR US,連貫公司,1300,1.8771
NET US,Cloudflare公司,1200,1.8388
6506 JT,安川電機公司,11000,1.8345
6981 JT,村田製作所有限公司,7000,1.7788
SNOW US,Snowflake公司,1100,1.7719
SU FP,施奈德電機公司,950,1.7403
AMAT US,應用材料,600,1.673
GLEN LN,嘉能可公司,40000,1.6048
JPM US,摩根大通銀行,800,1.5458
8306 JT,三菱UFJ金融集團公司,12000,1.4684
CAT US,Caterpillar Inc,300,1.3426
SNDK US,晟碟公司（德拉瓦州）,200,1.3345
AAPL US,蘋果公司,600,1.018
MA US,萬事達卡,300,0.9443
TSEM US,塔爾半導體有限公司,600,0.7239
DDOG US,數據狗公司,300,0.4416
