股票代號,股票名稱,股數,權重
2330,台積電,20000,8.619
NVDA US,輝達,5000,6.1595
GOOGL US,Alphabet 公司,3000,5.5364
AMD US,超微半導體公司,1400,4.7004
MU US,美光科技公司,800,4.6843
CRWD US,Crowdstrike控股公司,3000,4.3017
LITE US,魯門特姆控股公司,780,3.9925
AMZN US,AMAZON. COM INC,2800,3.8128
AVGO US,博通公司,1800,3.4906
IFX GY,英飛凌科技股份有限公司,8000,2.9239
LLY US,禮來公司,450,2.8294
GS US,高盛集團,550,2.8133
MSFT US,Microsoft Corp,1000,2.7346
GEV US,奇異維諾瓦公司,500,2.5998
ETN US,伊頓公開有限公司,1000,2.3968
NET US,Cloudflare公司,1200,2.3096
COHR US,連貫公司,1300,2.1347
JPM US,摩根大通銀行,1100,2.0282
SNOW US,Snowflake公司,1100,2.0119
HWM US,Howmet航太公司,1600,1.9996
SNDK US,晟碟公司（德拉瓦州）,200,1.9847
ENR GY,Siemens Energy AG,2200,1.9843
6981 JT,村田製作所有限公司,7000,1.8823
AAPL US,蘋果公司,1000,1.8411
AMAT US,應用材料,700,1.814
2454,聯發科,2000,1.7876
SU FP,施奈德電機公司,900,1.6475
GLEN LN,嘉能可公司,40000,1.6078
8306 JT,三菱UFJ金融集團公司,12000,1.5047
ASML NA,艾司摩爾控股公司,120,1.1351
MA US,萬事達卡,350,1.0705
TSEM US,塔爾半導體有限公司,850,1.0703
DDOG US,數據狗公司,700,0.9617
NBIS UW,尼比厄斯集團公眾有限公司,577,0.7143
HOOD US,羅賓漢市場公司,1000,0.6703
ILMN US,伊魯米納公司,363,0.5064
