股票代號,股票名稱,股數,權重
MU US,美光科技公司,1900,9.2535
AVGO US,博通公司,3900,8.4372
GOOGL US,Alphabet 公司,4500,7.9658
2330,台積電,22000,7.7679
NVDA US,輝達,7000,7.3866
LITE US,魯門特姆控股公司,1100,4.6821
AMZN US,AMAZON. COM INC,3000,3.6864
IFX GY,英飛凌科技股份有限公司,8000,3.5265
CRWD US,Crowdstrike控股公司,938,3.4507
LRCX US,科林研發股份有限公司,2021,3.0144
GEV US,奇異維諾瓦公司,650,2.9059
COHR US,連貫公司,1300,2.2189
MSFT US,Microsoft Corp,1000,2.166
HWM US,Howmet航太公司,1700,2.043
ENR GY,Siemens Energy AG,2200,1.9311
4062 JT,Ibiden Co Ltd,3000,1.9289
AMD US,超微半導體公司,800,1.9194
ETN US,伊頓公開有限公司,1000,1.8817
WMT UN,沃爾瑪公司,3400,1.832
SNDK US,晟碟公司（德拉瓦州）,200,1.6569
GS US,高盛集團,320,1.5782
NET US,Cloudflare公司,1200,1.5285
GLEN LN,嘉能可公司,40000,1.4907
SU FP,施奈德電機公司,950,1.4395
CAT US,Caterpillar Inc,350,1.4245
6981 JT,村田製作所有限公司,3800,1.176
8306 JT,三菱UFJ金融集團公司,12000,1.0702
6501 JT,日立製作所有限公司,7000,1.0585
BWXT US,BWX科技股份有限公司,1100,0.9747
VRTX US,福泰製藥公司,450,0.9279
TSLA US,特斯拉公司,450,0.8802
6506 JT,安川電機公司,2000,0.4213
