股票代號,股票名稱,股數,權重
2330,台積電,22000,8.6434
GOOGL US,Alphabet 公司,4000,7.3394
NVDA US,輝達,5300,5.8068
AVGO US,博通公司,2400,4.9028
MU US,美光科技公司,948,4.8644
CRWD US,Crowdstrike控股公司,3752,3.7907
GEV US,奇異維諾瓦公司,650,3.7063
AMZN US,AMAZON. COM INC,2800,3.6636
LITE US,魯門特姆控股公司,780,3.453
LRCX US,科林研發股份有限公司,2021,3.4396
IFX GY,英飛凌科技股份有限公司,8000,3.2616
GS US,高盛集團,550,3.1557
AMD US,超微半導體公司,1000,2.8776
LLY US,禮來公司,450,2.7957
CAT US,Caterpillar Inc,550,2.5872
HWM US,Howmet航太公司,1700,2.5069
COHR US,連貫公司,1300,2.1797
ETN US,伊頓公開有限公司,1000,2.1298
MSFT US,Microsoft Corp,1000,2.1023
SNDK US,晟碟公司（德拉瓦州）,250,2.1002
ENR GY,Siemens Energy AG,2200,2.1001
4062 JT,Ibiden Co Ltd,3500,1.9822
6981 JT,村田製作所有限公司,7000,1.8214
NET US,Cloudflare公司,1200,1.7272
6506 JT,安川電機公司,10000,1.6647
SU FP,施奈德電機公司,950,1.5415
GLEN LN,嘉能可公司,40000,1.5009
8306 JT,三菱UFJ金融集團公司,12000,1.3971
SNOW US,Snowflake公司,850,1.2208
TSLA US,特斯拉公司,550,1.1016
JPM US,摩根大通銀行,500,0.9124
AAPL US,蘋果公司,339,0.5872
