股票代號,股票名稱,股數,權重
2330,台積電,22000,9.3348
NVDA US,輝達,5000,5.8635
GOOGL US,Alphabet 公司,3000,5.7388
MU US,美光科技公司,800,4.199
LITE US,魯門特姆控股公司,780,4.0968
AMZN US,AMAZON. COM INC,2800,4.0763
AMD US,超微半導體公司,1400,3.766
AVGO US,博通公司,1800,3.5801
GS US,高盛集團,550,3.2008
CRWD US,Crowdstrike控股公司,3000,3.1744
LLY US,禮來公司,450,2.9937
IFX GY,英飛凌科技股份有限公司,8000,2.8813
MSFT US,Microsoft Corp,1000,2.7764
GEV US,奇異維諾瓦公司,500,2.6655
LRCX US,科林研發股份有限公司,1500,2.6251
HWM US,Howmet航太公司,1700,2.5611
ETN US,伊頓公開有限公司,1000,2.3461
ENR GY,Siemens Energy AG,2200,2.1693
COHR US,連貫公司,1300,2.1405
SNOW US,Snowflake公司,1100,1.9404
NET US,Cloudflare公司,1200,1.9122
JPM US,摩根大通銀行,950,1.8943
AMAT US,應用材料,700,1.8784
GLEN LN,嘉能可公司,40000,1.8265
6981 JT,村田製作所有限公司,7000,1.7686
SU FP,施奈德電機公司,900,1.7573
SNDK US,晟碟公司（德拉瓦州）,200,1.6773
8306 JT,三菱UFJ金融集團公司,12000,1.5103
2454,聯發科,2000,1.3863
MA US,萬事達卡,350,1.1716
AAPL US,蘋果公司,600,1.0519
ASML NA,艾司摩爾控股公司,100,0.9773
TSEM US,塔爾半導體有限公司,750,0.9281
DDOG US,數據狗公司,500,0.6367
CRDO US,Credo Technology Group Holding,500,0.6334
HOOD US,羅賓漢市場公司,741,0.4499
