股票代號,股票名稱,股數,權重
2330,台積電,22000,8.5568
GOOGL US,Alphabet 公司,4000,7.151
MU US,美光科技公司,1300,6.6418
NVDA US,輝達,5700,5.574
AVGO US,博通公司,3000,5.4839
LRCX US,科林研發股份有限公司,2021,3.9136
GEV US,奇異維諾瓦公司,650,3.6493
CRWD US,Crowdstrike控股公司,938,3.5874
IFX GY,英飛凌科技股份有限公司,8000,3.517
AMZN US,AMAZON. COM INC,2800,3.3495
LITE US,魯門特姆控股公司,800,3.1722
GS US,高盛集團,550,2.7755
4062 JT,Ibiden Co Ltd,3500,2.7457
CAT US,Caterpillar Inc,550,2.6987
AMD US,超微半導體公司,899,2.4066
COHR US,連貫公司,1300,2.3719
LLY US,禮來公司,400,2.3593
HWM US,Howmet航太公司,1700,2.2499
SNDK US,晟碟公司（德拉瓦州）,220,2.2128
ETN US,伊頓公開有限公司,1000,2.0407
ENR GY,Siemens Energy AG,2200,2.028
MSFT US,Microsoft Corp,1000,1.9019
6981 JT,村田製作所有限公司,5000,1.8087
6506 JT,安川電機公司,7500,1.6662
SU FP,施奈德電機公司,950,1.4832
MRVL US,Marvell Technology Inc,1100,1.4811
NET US,Cloudflare公司,1200,1.4629
GLEN LN,嘉能可公司,40000,1.3432
8306 JT,三菱UFJ金融集團公司,12000,1.1854
TSLA US,特斯拉公司,550,1.1577
SNOW US,Snowflake公司,850,1.0988
WMT UN,沃爾瑪公司,1800,0.9696
