股票代號,股票名稱,股數,權重
MU US,美光科技公司,2000,8.9471
GOOGL US,Alphabet 公司,4500,8.5041
AVGO US,博通公司,3900,8.0588
2330,台積電,22000,7.7858
NVDA US,輝達,7000,7.2648
LITE US,魯門特姆控股公司,1100,4.5858
AMZN US,AMAZON. COM INC,3000,3.9818
IFX GY,英飛凌科技股份有限公司,8000,3.6044
GEV US,奇異維諾瓦公司,700,3.3773
LRCX US,科林研發股份有限公司,2021,3.1132
CRWD US,Crowdstrike控股公司,938,3.0488
COHR US,連貫公司,1300,2.3737
HWM US,Howmet航太公司,1700,2.1402
MSFT US,Microsoft Corp,1000,2.0684
ENR GY,Siemens Energy AG,2200,2.0633
AMD US,超微半導體公司,800,2.0077
WMT UN,沃爾瑪公司,3400,1.9581
ETN US,伊頓公開有限公司,1000,1.947
4062 JT,Ibiden Co Ltd,3000,1.7986
GS US,高盛集團,320,1.5631
CAT US,Caterpillar Inc,350,1.505
GLEN LN,嘉能可公司,40000,1.4898
SU FP,施奈德電機公司,950,1.4279
NET US,Cloudflare公司,1200,1.326
SNDK US,晟碟公司（德拉瓦州）,140,1.1133
6501 JT,日立製作所有限公司,7000,1.1
8306 JT,三菱UFJ金融集團公司,12000,1.0868
BWXT US,BWX科技股份有限公司,1100,1.0618
VRTX US,福泰製藥公司,450,0.9765
TSLA US,特斯拉公司,450,0.9637
6981 JT,村田製作所有限公司,3500,0.9076
6506 JT,安川電機公司,2000,0.4335
