股票代號,股票名稱,股數,權重
2330,台積電,22000,9.0419
NVDA US,輝達,5000,5.8336
GOOGL US,Alphabet 公司,3000,5.6209
MU US,美光科技公司,800,4.2025
AMZN US,AMAZON. COM INC,2800,3.9349
LITE US,魯門特姆控股公司,780,3.6734
AVGO US,博通公司,1800,3.6037
AMD US,超微半導體公司,1400,3.6001
CRWD US,Crowdstrike控股公司,3300,3.4419
GS US,高盛集團,550,3.1059
LLY US,禮來公司,450,3.0697
IFX GY,英飛凌科技股份有限公司,8000,2.8459
MSFT US,Microsoft Corp,1000,2.6258
GEV US,奇異維諾瓦公司,500,2.5996
LRCX US,科林研發股份有限公司,1500,2.5593
HWM US,Howmet航太公司,1700,2.5096
ETN US,伊頓公開有限公司,1000,2.2778
ENR GY,Siemens Energy AG,2200,2.1444
COHR US,連貫公司,1300,2.0451
SNOW US,Snowflake公司,1100,1.989
NET US,Cloudflare公司,1200,1.9114
6506 JT,安川電機公司,11000,1.873
AMAT US,應用材料,700,1.8726
JPM US,摩根大通銀行,950,1.8149
GLEN LN,嘉能可公司,40000,1.7706
SNDK US,晟碟公司（德拉瓦州）,200,1.7345
SU FP,施奈德電機公司,900,1.6978
6981 JT,村田製作所有限公司,7000,1.6975
8306 JT,三菱UFJ金融集團公司,12000,1.4396
2454,聯發科,2000,1.2927
MA US,萬事達卡,350,1.1042
AAPL US,蘋果公司,600,1.0085
ASML NA,艾司摩爾控股公司,100,0.9572
TSEM US,塔爾半導體有限公司,750,0.9071
DDOG US,數據狗公司,500,0.6401
CRDO US,Credo Technology Group Holding,500,0.6264
