股票代號,股票名稱,股數,權重
GOOGL US,Alphabet 公司,4500,7.9389
2330,台積電,22000,7.8825
MU US,美光科技公司,1600,7.7035
AVGO US,博通公司,3900,7.3087
NVDA US,輝達,6500,6.5419
LITE US,魯門特姆控股公司,900,4.0682
LRCX US,科林研發股份有限公司,2021,3.6361
IFX GY,英飛凌科技股份有限公司,8000,3.6356
AMZN US,AMAZON. COM INC,3000,3.5102
CRWD US,Crowdstrike控股公司,938,3.1414
GEV US,奇異維諾瓦公司,650,2.999
GS US,高盛集團,530,2.7627
COHR US,連貫公司,1300,2.4551
HWM US,Howmet航太公司,1700,2.2069
SNDK US,晟碟公司（德拉瓦州）,220,2.1367
AMD US,超微半導體公司,850,2.1328
4062 JT,Ibiden Co Ltd,3500,2.0458
WMT UN,沃爾瑪公司,3400,2.0187
LLY US,禮來公司,350,1.945
ETN US,伊頓公開有限公司,1000,1.9197
ENR GY,Siemens Energy AG,2200,1.9179
MSFT US,Microsoft Corp,1000,1.9165
CAT US,Caterpillar Inc,400,1.7865
GLEN LN,嘉能可公司,40000,1.549
SU FP,施奈德電機公司,950,1.4306
NET US,Cloudflare公司,1200,1.3448
8306 JT,三菱UFJ金融集團公司,12000,1.1609
TSLA US,特斯拉公司,550,1.0964
BWXT US,BWX科技股份有限公司,1100,1.0437
6981 JT,村田製作所有限公司,3800,0.9947
6506 JT,安川電機公司,4000,0.7753
MRVL US,Marvell Technology Inc,400,0.5488
SNOW US,Snowflake公司,400,0.4567
