股票代號,股票名稱,股數,權重
2330,台積電,20000,8.5269
NVDA US,輝達,5000,6.048
GOOGL US,Alphabet 公司,3000,5.9003
MU US,美光科技公司,800,4.2307
CRWD US,Crowdstrike控股公司,3000,4.1474
AMD US,超微半導體公司,1400,4.0243
AMZN US,AMAZON. COM INC,2800,3.9655
LITE US,魯門特姆控股公司,780,3.7307
AVGO US,博通公司,1800,3.4816
GS US,高盛集團,550,3.0624
LLY US,禮來公司,450,2.9147
IFX GY,英飛凌科技股份有限公司,8000,2.858
MSFT US,Microsoft Corp,1000,2.8341
GEV US,奇異維諾瓦公司,500,2.5165
NET US,Cloudflare公司,1200,2.2387
ETN US,伊頓公開有限公司,1000,2.2371
JPM US,摩根大通銀行,1100,2.2105
HWM US,Howmet航太公司,1700,2.1775
SNOW US,Snowflake公司,1100,2.0255
COHR US,連貫公司,1300,2.0098
ENR GY,Siemens Energy AG,2200,1.924
6981 JT,村田製作所有限公司,7000,1.9061
AAPL US,蘋果公司,1000,1.889
GLEN LN,嘉能可公司,40000,1.7693
SNDK US,晟碟公司（德拉瓦州）,200,1.7456
AMAT US,應用材料,700,1.6808
SU FP,施奈德電機公司,900,1.6292
8306 JT,三菱UFJ金融集團公司,12000,1.6199
2454,聯發科,2000,1.5838
MA US,萬事達卡,350,1.1439
ASML NA,艾司摩爾控股公司,120,1.088
TSEM US,塔爾半導體有限公司,850,0.9455
DDOG US,數據狗公司,700,0.919
NBIS UW,尼比厄斯集團公眾有限公司,400,0.4729
HOOD US,羅賓漢市場公司,741,0.4666
