股票代號,股票名稱,股數,權重
GOOGL US,Alphabet 公司,4500,9.1347
2330,台積電,22000,8.2594
MU US,美光科技公司,2500,8.2453
AVGO US,博通公司,3900,8.2066
NVDA US,輝達,7000,7.5513
LITE US,魯門特姆控股公司,1590,7.2386
AMZN US,AMAZON. COM INC,3000,4.1493
GEV US,奇異維諾瓦公司,750,3.9999
LRCX US,科林研發股份有限公司,2021,2.9535
IFX GY,英飛凌科技股份有限公司,8000,2.8522
TER US,泰瑞達公司,1500,2.7092
CRWD US,Crowdstrike控股公司,938,2.4195
ENR GY,Siemens Energy AG,2200,2.3818
HWM US,Howmet航太公司,1700,2.3631
WMT UN,沃爾瑪公司,3400,2.2582
MSFT US,Microsoft Corp,1000,2.1461
COHR US,連貫公司,1300,2.1164
ETN US,伊頓公開有限公司,1000,2.0359
6501 JT,日立製作所有限公司,12000,1.8993
8306 JT,三菱UFJ金融集團公司,20000,1.8687
SU FP,施奈德電機公司,1100,1.8139
CAT US,Caterpillar Inc,350,1.599
NET US,Cloudflare公司,1200,1.5717
GLEN LN,嘉能可公司,40000,1.566
BWXT US,BWX科技股份有限公司,1100,1.1776
VRTX US,福泰製藥公司,450,0.9755
GS US,高盛集團,200,0.9445
