股票代號,股票名稱,股數,權重
2330,台積電,22000,8.8383
GOOGL US,Alphabet 公司,4000,7.5744
NVDA US,輝達,5300,5.6603
MU US,美光科技公司,1100,5.4606
AVGO US,博通公司,2400,4.8808
CRWD US,Crowdstrike控股公司,3752,3.7518
GEV US,奇異維諾瓦公司,650,3.6423
AMZN US,AMAZON. COM INC,2800,3.569
LRCX US,科林研發股份有限公司,2021,3.5227
IFX GY,英飛凌科技股份有限公司,8000,3.361
GS US,高盛集團,550,2.9629
LITE US,魯門特姆控股公司,780,2.8857
LLY US,禮來公司,450,2.8626
CAT US,Caterpillar Inc,550,2.7282
AMD US,超微半導體公司,899,2.4337
HWM US,Howmet航太公司,1700,2.4156
COHR US,連貫公司,1300,2.1565
4062 JT,Ibiden Co Ltd,3500,2.1562
6506 JT,安川電機公司,10000,2.1404
ETN US,伊頓公開有限公司,1000,2.0905
6981 JT,村田製作所有限公司,7000,2.0382
MSFT US,Microsoft Corp,1000,2.0057
ENR GY,Siemens Energy AG,2200,1.9971
SNDK US,晟碟公司（德拉瓦州）,220,1.9881
NET US,Cloudflare公司,1200,1.7165
SU FP,施奈德電機公司,950,1.4977
GLEN LN,嘉能可公司,40000,1.3724
MRVL US,Marvell Technology Inc,1100,1.3336
8306 JT,三菱UFJ金融集團公司,12000,1.3288
SNOW US,Snowflake公司,850,1.1621
TSLA US,特斯拉公司,550,1.134
WMT UN,沃爾瑪公司,1800,1.0651
