股票代號,股票名稱,股數,權重
2330,台積電,22000,8.1544
MU US,美光科技公司,1400,8.0148
GOOGL US,Alphabet 公司,4000,6.8231
AVGO US,博通公司,3300,6.0901
NVDA US,輝達,6200,6.035
LRCX US,科林研發股份有限公司,2021,3.8735
IFX GY,英飛凌科技股份有限公司,8000,3.6025
LITE US,魯門特姆控股公司,850,3.5109
GEV US,奇異維諾瓦公司,650,3.4347
CRWD US,Crowdstrike控股公司,938,3.3248
AMZN US,AMAZON. COM INC,2800,3.294
GS US,高盛集團,550,2.8352
4062 JT,Ibiden Co Ltd,3500,2.6261
CAT US,Caterpillar Inc,500,2.5215
COHR US,連貫公司,1300,2.5012
SNDK US,晟碟公司（德拉瓦州）,220,2.3254
HWM US,Howmet航太公司,1700,2.3109
AMD US,超微半導體公司,850,2.2415
LLY US,禮來公司,350,2.1378
ETN US,伊頓公開有限公司,1000,2.0359
ENR GY,Siemens Energy AG,2200,1.9475
MSFT US,Microsoft Corp,1000,1.8857
SU FP,施奈德電機公司,950,1.5082
6506 JT,安川電機公司,7000,1.4903
NET US,Cloudflare公司,1200,1.4393
6981 JT,村田製作所有限公司,4200,1.4141
WMT UN,沃爾瑪公司,2400,1.4001
GLEN LN,嘉能可公司,40000,1.3737
8306 JT,三菱UFJ金融集團公司,12000,1.2174
MRVL US,Marvell Technology Inc,800,1.079
TSLA US,特斯拉公司,550,1.0559
SNOW US,Snowflake公司,800,1.007
